year,month,day,team,opponent,location,teamscore,oppscore,scorediff,predscorediff,GEI
2017,11,12,Purdue,Chicago St.,H,111,42,69,43.3,4.26537907
2017,11,14,Purdue,Marquette,V,NA,NA,NA,3,54.77973553
2017,11,18,Purdue,Fairfield,H,NA,NA,NA,28.3,16.26554085
2017,11,13,Quinnipiac,Brown,H,72,79,-7,1.1,26.84039011
2017,11,17,Quinnipiac,Colorado,H,NA,NA,NA,-17.7,13.76475763
2017,11,12,Radford,Ohio St.,V,72,82,-10,-24.4,12.61696309
2017,11,15,Radford,East Carolina,V,NA,NA,NA,-13.3,17.23093295
2017,11,13,Rhode Island,Nevada,V,81,88,-7,-4.8,63.47797074
2017,11,14,Rice,Georgia St.,H,NA,NA,NA,-0.5,38.61046358
2017,11,17,Rice,Northwestern St.,V,NA,NA,NA,9.9,13.88824968
2017,11,13,Richmond,Jacksonville St.,H,61,94,-33,2.6,51.39571986
2017,11,13,Rider,Xavier,V,75,101,-26,-25.1,17.20337042
2017,11,15,Rider,Hartford,H,NA,NA,NA,13.8,12.38668442
2017,11,13,Robert Morris,Grand Canyon,V,61,75,-14,-11.3,21.24195368
2017,11,15,Robert Morris,San Diego,V,NA,NA,NA,-6.4,26.20025363
2017,11,12,Rutgers,Central Conn. St.,H,71,67,4,21.6,9.266644524
2017,11,14,Rutgers,Cleveland St.,H,NA,NA,NA,10.7,25.76004394
2017,11,15,SIUE,Valparaiso,H,NA,NA,NA,-14.8,13.75544352
2017,11,18,SIUE,Stetson,V,NA,NA,NA,-1.4,22.41169286
2017,11,12,SMU,La.-Monroe,H,83,65,18,28.1,14.94190392
2017,11,15,SMU,Northwestern St.,H,NA,NA,NA,35.2,8.693696185
2017,11,18,SMU,Ark.-Pine Bluff,H,NA,NA,NA,42.8,2.96310635
2017,11,17,Sacramento St.,San Francisco,V,NA,NA,NA,-15.1,17.37986275
2017,11,14,Sacred Heart,Boston College,V,NA,NA,NA,-15.3,16.49477499
2017,11,18,Sacred Heart,Saint Peter's,H,NA,NA,NA,-8.8,16.94909115
2017,11,13,Saint Francis (PA),San Francisco,V,63,75,-12,-12.5,21.64824667
2017,11,18,Saint Francis (PA),Longwood,V,NA,NA,NA,10.3,6.127416983
2017,11,13,Saint Joseph's,Ill.-Chicago,V,86,82,4,1.8,29.5167508
2017,11,18,Saint Joseph's,Princeton,H,NA,NA,NA,-6,29.54984838
2017,11,16,Saint Louis,Virginia Tech,H,NA,NA,NA,-15,19.76895597
2017,11,13,Saint Mary's (CA),New Mexico St.,H,92,74,18,14.4,31.8107375
2017,11,15,Saint Mary's (CA),Cal St. Fullerton,H,NA,NA,NA,26.3,14.62789402
2017,11,13,Saint Peter's,Northwestern,V,66,75,-9,-13,29.77762832
2017,11,18,Saint Peter's,Sacred Heart,H,NA,NA,NA,14.5,16.94909115
2017,11,18,Sam Houston St.,Idaho,V,NA,NA,NA,-5.1,29.92032218
2017,11,13,Samford,Alabama A&M,H,87,68,19,24,1.227529649
2017,11,16,Samford,LSU,V,NA,NA,NA,-9.7,29.80818821
2017,11,12,San Diego,San Jose St.,V,81,64,17,-2.6,38.84214746
2017,11,15,San Diego,Robert Morris,H,NA,NA,NA,6.5,26.20025363
2017,11,18,San Diego,Norfolk St.,H,NA,NA,NA,9,20.19505734
2017,11,14,San Diego St.,Arizona St.,V,NA,NA,NA,0.7,47.46175519
2017,11,17,San Diego St.,McNeese,H,NA,NA,NA,26,9.610329444
2017,11,13,San Francisco,Saint Francis (PA),H,75,63,12,12.5,21.64824667
2017,11,17,San Francisco,Sacramento St.,H,NA,NA,NA,15,17.37986275
2017,11,12,San Jose St.,San Diego,H,64,81,-17,2.6,38.84214746
2017,11,16,San Jose St.,Southern Utah,V,NA,NA,NA,5.7,15.36491871
2017,11,15,Santa Clara,Nevada,H,NA,NA,NA,-8.1,31.31959144
2017,11,18,Santa Clara,Cal Poly,H,NA,NA,NA,14.8,18.82853112
2017,11,13,Savannah St.,ETSU,H,61,76,-15,-16.9,9.822574962
2017,11,17,Savannah St.,Louisiana,V,NA,NA,NA,-19.3,10.71842181
2017,11,15,Seattle U,Washington St.,V,NA,NA,NA,-10.8,21.34163335
2017,11,18,Seattle U,Detroit Mercy,H,NA,NA,NA,2.7,31.91230086
2017,11,12,Seton Hall,Monmouth,H,75,65,10,11,36.50530522
2017,11,15,Seton Hall,Indiana,H,NA,NA,NA,3.9,66.97879945
2017,11,18,Seton Hall,NJIT,H,NA,NA,NA,25.3,13.38317438
2017,11,13,Siena,FGCU,H,53,86,-33,-6.9,26.42140456
2017,11,17,Siena,Lehigh,V,NA,NA,NA,-9.7,29.58690956
2017,11,16,South Ala.,La Salle,V,NA,NA,NA,-9.8,27.91109223
2017,11,18,South Ala.,Maine,H,NA,NA,NA,14,12.34755128
2017,11,13,South Carolina,Western Mich.,H,78,60,18,23.1,20.68123254
2017,11,16,South Carolina,Illinois St.,H,NA,NA,NA,10.2,46.54446008
2017,11,12,South Carolina St.,Boston College,V,52,91,-39,-22.9,7.065063008
2017,11,14,South Carolina St.,Yale,V,NA,NA,NA,-22.7,7.103548443
2017,11,17,South Carolina St.,UCLA,V,NA,NA,NA,-42.7,4.654224077
2017,11,13,South Dakota,Bowling Green,V,88,79,9,3,28.61040085
2017,11,15,South Dakota,TCU,V,NA,NA,NA,-17.5,25.69871818
2017,11,18,South Dakota,Grambling,H,NA,NA,NA,20,9.759063044
2017,11,14,South Dakota St.,Alabama St.,H,NA,NA,NA,21.4,6.772651544
2017,11,17,South Dakota St.,Kansas,V,NA,NA,NA,-28.9,18.33642881
2017,11,13,South Fla.,Morgan St.,H,53,63,-10,10.2,15.36378343
2017,11,15,South Fla.,Stetson,V,NA,NA,NA,2.9,18.38643482
2017,11,13,Southeast Mo. St.,Louisiana Tech,V,95,96,-1,-12.2,24.73427583
2017,11,16,Southeast Mo. St.,Evansville,V,NA,NA,NA,-9.6,27.46266623
2017,11,13,Southeastern La.,Tulane,V,66,89,-23,-8.8,23.53444128
2017,11,16,Southeastern La.,La.-Monroe,V,NA,NA,NA,-5.3,27.88930594
2017,11,13,Southern California,North Dakota St.,H,75,65,10,18.9,21.56915088
2017,11,16,Southern Miss.,Michigan,V,NA,NA,NA,-34.4,9.244795515
2017,11,13,Southern U.,Marshall,V,74,83,-9,-17.8,11.76301836
2017,11,15,Southern U.,Missouri St.,V,NA,NA,NA,-21.5,10.62447536
2017,11,17,Southern U.,Duke,V,NA,NA,NA,-41.1,7.058289489
2017,11,12,Southern Utah,Boise St.,V,69,90,-21,-23,10.91264668
2017,11,16,Southern Utah,San Jose St.,H,NA,NA,NA,-5.8,15.36491871
2017,11,15,St. Bonaventure,UMES,H,NA,NA,NA,21.3,11.03300093
2017,11,18,St. Bonaventure,Jackson St.,H,NA,NA,NA,21,11.45764487
2017,11,15,St. Francis Brooklyn,Manhattan,V,NA,NA,NA,-12.4,9.123591746
2017,11,14,St. John's (NY),Central Conn. St.,H,NA,NA,NA,26,8.309383259
2017,11,16,St. John's (NY),Nebraska,H,NA,NA,NA,3.5,59.47669136
2017,11,12,Stanford,Pacific,H,89,80,9,12.9,25.78967649
2017,11,14,Stanford,Eastern Wash.,H,NA,NA,NA,12.8,26.06967107
2017,11,17,Stanford,Northeastern,H,NA,NA,NA,9.1,34.74518344
2017,11,12,Stetson,FIU,V,70,64,6,-7.6,19.1492994
2017,11,15,Stetson,South Fla.,H,NA,NA,NA,-2.9,18.38643482
2017,11,18,Stetson,SIUE,H,NA,NA,NA,1.4,22.41169286
2017,11,14,Stony Brook,UConn,V,NA,NA,NA,-13.7,24.47604328
2017,11,17,Stony Brook,Ball St.,V,NA,NA,NA,-8.3,30.66903576
2017,11,14,Syracuse,Iona,H,NA,NA,NA,15.1,29.84810274
2017,11,18,Syracuse,Texas Southern,H,NA,NA,NA,23.4,17.32573562
2017,11,13,TCU,Tennessee Tech,H,100,63,37,25.7,15.15415088
2017,11,15,TCU,South Dakota,H,NA,NA,NA,17.5,25.69871818
2017,11,16,Temple,Old Dominion,H,NA,NA,NA,4.7,48.47079258
2017,11,14,Tennessee,High Point,H,NA,NA,NA,21.6,17.67401544
2017,11,18,Tennessee St.,Middle Tenn.,H,NA,NA,NA,-9.6,26.42145017
2017,11,13,Tennessee Tech,TCU,V,63,100,-37,-25.5,15.15415088
2017,11,18,Tennessee Tech,Kennesaw St.,H,NA,NA,NA,3.2,34.40530145
2017,11,14,Texas,New Hampshire,H,NA,NA,NA,19.7,20.77003456
2017,11,18,Texas,Lipscomb,H,NA,NA,NA,17,24.86586433
2017,11,17,Texas A&M,UC Santa Barbara,H,NA,NA,NA,27.7,11.96876842
2017,11,12,Texas Southern,Washington St.,V,84,86,-2,-7,30.39786248
2017,11,16,Texas Southern,Ohio St.,V,NA,NA,NA,-18.6,19.72699382
2017,11,18,Texas Southern,Syracuse,V,NA,NA,NA,-23.4,17.32573562
2017,11,12,Texas St.,Air Force,V,57,65,-8,-1.4,37.53489836
2017,11,15,Texas St.,UTSA,H,NA,NA,NA,6.4,29.9976033
2017,11,18,Texas St.,UTRGV,H,NA,NA,NA,12.3,16.66127824
2017,11,14,Texas Tech,Maine,H,NA,NA,NA,32.9,7.677097906
2017,11,18,Texas Tech,Boston College,H,NA,NA,NA,15.8,27.80934931
2017,11,12,The Citadel,Virginia Tech,V,93,132,-39,-31.8,8.221967873
2017,11,15,The Citadel,N.C. A&T,V,NA,NA,NA,3.2,7.17502666
2017,11,18,The Citadel,High Point,V,NA,NA,NA,-11.9,13.85668515
2017,11,18,Toledo,Oakland,H,NA,NA,NA,0.4,47.27238167
2017,11,17,Towson,Loyola Maryland,V,NA,NA,NA,4.7,26.03608622
2017,11,12,Troy,Ark.-Pine Bluff,N,81,57,24,20.2,4.579086636
2017,11,13,Troy,Hawaii,V,67,72,-5,1.6,30.21393642
2017,11,13,Tulane,Southeastern La.,H,89,66,23,8.8,23.53444128
2017,11,17,Tulane,Colorado St.,H,NA,NA,NA,-5,28.68085799
2017,11,13,Tulsa,Oral Roberts,H,90,71,19,10.6,24.36914981
2017,11,16,Tulsa,Western Mich.,H,NA,NA,NA,4.9,41.75445138
2017,11,13,UAB,Chattanooga,H,89,47,42,8.5,31.90642219
2017,11,13,UC Davis,Northern Colo.,V,74,59,15,3,23.48242935
2017,11,15,UC Davis,Pacific,V,NA,NA,NA,-2.7,43.41287831
2017,11,18,UC Davis,Utah Valley,V,NA,NA,NA,-5.8,35.61468849
2017,11,12,UC Irvine,Denver,V,83,69,14,3.4,29.26835107
2017,11,17,UC Irvine,Kansas St.,V,NA,NA,NA,-15,29.11434947
2017,11,15,UC Riverside,Loyola Marymount,V,NA,NA,NA,-10.1,22.72561209
2017,11,18,UC Riverside,Portland St.,H,NA,NA,NA,1,29.6818252
2017,11,15,UC Santa Barbara,Pittsburgh,V,NA,NA,NA,-19.6,14.56855431
2017,11,17,UC Santa Barbara,Texas A&M,V,NA,NA,NA,-27.7,11.96876842
2017,11,15,UCF,Gardner-Webb,H,NA,NA,NA,18.8,19.76117103
2017,11,18,UCF,William & Mary,H,NA,NA,NA,15.7,24.58200865
2017,11,15,UCLA,Central Ark.,H,NA,NA,NA,38,8.060000285
2017,11,17,UCLA,South Carolina St.,H,NA,NA,NA,42.7,4.654224077
2017,11,14,UConn,Stony Brook,H,NA,NA,NA,13.9,24.47604328
2017,11,12,UMBC,Arizona,V,78,103,-25,-26.3,17.42668793
2017,11,12,UMES,Maryland,V,43,96,-53,-31.2,8.77354857
2017,11,15,UMES,St. Bonaventure,V,NA,NA,NA,-21.3,11.03300093
2017,11,18,UMES,Georgetown,V,NA,NA,NA,-28.9,9.218811846
2017,11,14,UMKC,Kansas St.,V,NA,NA,NA,-23.6,16.44791716
2017,11,16,UMKC,Loyola Chicago,H,NA,NA,NA,-10.6,20.14909511
2017,11,15,UMass Lowell,Marist,H,NA,NA,NA,5,23.65017907
2017,11,17,UNC Asheville,Vanderbilt,V,NA,NA,NA,-16.5,25.86074059
2017,11,14,UNCW,Davidson,V,NA,NA,NA,-0.4,53.9085287
2017,11,18,UNCW,Campbell,H,NA,NA,NA,22.8,13.82462622
2017,11,13,UNI,Alcorn,H,73,45,28,19.3,11.77185131
2017,11,18,UNI,Chicago St.,H,NA,NA,NA,24,6.378367219
2017,11,15,UNLV,Prairie View,H,NA,NA,NA,16.5,13.2713673
2017,11,17,UNLV,Eastern Wash.,H,NA,NA,NA,6.1,35.40568053
2017,11,14,USC Upstate,Georgia,V,NA,NA,NA,-21.9,16.80136598
2017,11,18,USC Upstate,Charleston So.,H,NA,NA,NA,10.5,15.0706245
2017,11,18,UT Arlington,BYU,V,NA,NA,NA,-3.1,61.88980062
2017,11,12,UT Martin,Illinois,V,74,77,-3,-17.4,22.71514292
2017,11,15,UT Martin,N.C. Central,H,NA,NA,NA,2.7,43.99464175
2017,11,18,UT Martin,Akron,V,NA,NA,NA,-9.7,29.96206631
2017,11,16,UTEP,Boise St.,H,NA,NA,NA,-5.3,29.21012464
2017,11,13,UTRGV,Bethune-Cookman,H,92,74,18,10,9.108355491
2017,11,15,UTRGV,A&M-Corpus Chris,V,NA,NA,NA,-11.8,16.9221968
2017,11,18,UTRGV,Texas St.,V,NA,NA,NA,-12.2,16.66127824
2017,11,15,UTSA,Texas St.,V,NA,NA,NA,-6.3,29.9976033
2017,11,17,UTSA,Coastal Caro.,H,NA,NA,NA,-2,28.10354802
2017,11,13,Utah,Mississippi Val.,H,91,51,40,36.4,3.5586852
2017,11,16,Utah,Missouri,H,NA,NA,NA,7.1,50.04745593
2017,11,13,Utah St.,Montana St.,H,81,73,8,9.4,29.07132946
2017,11,15,Utah St.,Mississippi Val.,H,NA,NA,NA,26.3,4.468237684
2017,11,18,Utah St.,Gonzaga,V,NA,NA,NA,-24.8,22.33176261
2017,11,14,Utah Valley,Idaho St.,V,NA,NA,NA,11.7,11.93464047
2017,11,18,Utah Valley,UC Davis,H,NA,NA,NA,5.9,35.61468849
2017,11,13,VCU,North Florida,H,95,85,10,21.2,17.89824084
2017,11,17,VCU,Virginia,H,NA,NA,NA,-5.5,45.22945938
2017,11,14,VMI,Duquesne,V,NA,NA,NA,-14,10.67092166
2017,11,18,VMI,Presbyterian,H,NA,NA,NA,9.2,3.417778584
2017,11,15,Valparaiso,SIUE,V,NA,NA,NA,14.7,13.75544352
2017,11,13,Vanderbilt,Belmont,V,60,69,-9,4.4,40.57976612
2017,11,17,Vanderbilt,UNC Asheville,H,NA,NA,NA,16.5,25.86074059
2017,11,12,Vermont,Kentucky,V,69,73,-4,-19,29.72100471
2017,11,17,Vermont,Bradley,H,NA,NA,NA,12.4,27.4691994
2017,11,14,Villanova,Nicholls St.,H,NA,NA,NA,38.4,9.249266138
2017,11,17,Villanova,Lafayette,H,NA,NA,NA,40.7,7.58327001
2017,11,13,Virginia,Austin Peay,H,93,49,44,34.4,10.40572001
2017,11,17,Virginia,VCU,V,NA,NA,NA,5.3,45.22945938
2017,11,12,Virginia Tech,The Citadel,H,132,93,39,31.8,8.221967873
2017,11,16,Virginia Tech,Saint Louis,H,NA,NA,NA,20.7,19.76895597
2017,11,13,Wagner,Missouri,V,55,99,-44,-18.8,17.76605534
2017,11,18,Wagner,American,H,NA,NA,NA,6.6,22.67940204
2017,11,14,Wake Forest,Liberty,H,NA,NA,NA,22.9,16.88277702
2017,11,17,Wake Forest,Drake,H,NA,NA,NA,22,18.01432281
2017,11,12,Washington,Eastern Wash.,H,79,69,10,9.4,29.82388138
2017,11,16,Washington,Providence,H,NA,NA,NA,-5.4,35.33567106
2017,11,12,Washington St.,Texas Southern,H,86,84,2,7.1,30.39786248
2017,11,15,Washington St.,Seattle U,H,NA,NA,NA,10.9,21.34163335
2017,11,18,Washington St.,Idaho St.,H,NA,NA,NA,16.5,12.26128387
2017,11,17,Weber St.,Iona,H,NA,NA,NA,-0.1,40.95950165
2017,11,15,West Virginia,American,H,NA,NA,NA,36.5,9.86595655
2017,11,18,West Virginia,Morgan St.,H,NA,NA,NA,39.8,7.378689057
2017,11,13,Western Caro.,Cincinnati,V,51,102,-51,-40,5.448598865
2017,11,15,Western Ill.,Eastern Ill.,H,NA,NA,NA,-4.4,19.42396024
2017,11,13,Western Mich.,South Carolina,V,60,78,-18,-23.1,20.68123254
2017,11,16,Western Mich.,Tulsa,H,NA,NA,NA,0.8,41.75445138
2017,11,13,Wichita St.,Col. of Charleston,H,81,63,18,21.7,24.63137722
2017,11,15,William & Mary,Hampton,H,NA,NA,NA,13.5,15.67554542
2017,11,18,William & Mary,UCF,V,NA,NA,NA,-15.7,24.58200865
2017,11,14,Winthrop,Colorado St.,V,NA,NA,NA,-8.5,34.23586505
2017,11,12,Wisconsin,Yale,H,89,61,28,20.9,23.61657431
2017,11,16,Wisconsin,Xavier,H,NA,NA,NA,4.7,73.48118921
2017,11,16,Wofford,California,V,NA,NA,NA,-13.8,25.72460824
2017,11,14,Wright St.,Miami (OH),V,NA,NA,NA,4.8,23.0081035
2017,11,18,Wright St.,Murray St.,H,NA,NA,NA,2.7,49.01793648
2017,11,13,Wyoming,Oregon St.,V,75,66,9,4.4,27.77787211
2017,11,13,Xavier,Rider,H,101,75,26,25.1,17.20337042
2017,11,16,Xavier,Wisconsin,V,NA,NA,NA,-4.8,73.48118921
2017,11,12,Yale,Wisconsin,V,61,89,-28,-21,23.61657431
2017,11,14,Yale,South Carolina St.,H,NA,NA,NA,22.7,7.103548443
2017,11,17,Yale,Albany (NY),V,NA,NA,NA,-2.1,48.63083576
2017,11,18,Youngstown St.,Canisius,V,NA,NA,NA,-10.5,19.91201228
