"team","conf","conf_rank","stars_5","stars_4","stars_3","num_star_players","avg_recruit_score","composite_score","year"
"UC Irvine","Big-west",2,0,0,1,3,76.75,18.93,2015
"Ball State","MAC",3,0,0,1,2,79.12,18.24,2015
"Brigham Young","WCC",3,0,0,1,1,88.18,18.18,2015
"Western Michigan","MAC",4,0,0,1,3,76.23,18.02,2015
"Fairfield","MAAC",1,0,0,1,1,87.25,17.25,2015
"Valparaiso","Horizon",2,0,0,1,1,87.03,17.03,2015
"North Carolina Central","MEAC",1,0,0,1,1,87,17,2015
"Georgia Tech","ACC",15,0,0,1,1,86.41,16.41,2015
"Utah State","M-West",9,0,0,1,1,86.32,16.32,2015
"Idaho","Big-Sky",1,0,0,1,1,86.27,16.27,2015
"Princeton","Ivy",2,0,0,1,1,86.01,16.01,2015
"Massachusetts","A-10",7,0,0,1,1,85.76,15.76,2015
"Davidson","Southern",1,0,0,1,1,85.52,15.52,2015
"Old Dominion","C-USA",5,0,0,1,2,78.16,15.43,2015
"San Diego","WCC",4,0,0,1,1,85.16,15.16,2015
"Dartmouth","Ivy",3,0,0,1,1,85,15,2015
"Iona","MAAC",2,0,0,1,1,85,15,2015
"Savannah State","MEAC",2,0,0,1,1,84,14,2015
"Bradley","MVC",5,0,0,1,1,83.79,13.79,2015
"Alabama State","SW-AC",1,0,0,1,1,83.75,13.75,2015
"Hofstra","CAA",2,0,0,1,1,83.68,13.68,2015
"Holy Cross","Patriot",1,0,0,1,2,76.84,13.68,2015
"Siena","MAAC",3,0,0,1,1,83.6,13.6,2015
"Nevada","M-West",10,0,0,1,2,76.77,13.54,2015
"St. Bonaventure","A-10",8,0,0,1,1,83.33,13.33,2015
"Wisconsin-Green Bay","Horizon",3,0,0,1,1,83.33,13.33,2015
"Lehigh","Patriot",2,0,0,1,1,83.33,13.33,2015
"Indiana State","MVC",6,0,0,1,1,83.04,13.04,2015
"Middle Tennessee State","C-USA",6,0,0,1,3,74.33,13,2015
"Missouri State","MVC",7,0,0,1,1,83,13,2015
"Morehead State","OVC",5,0,0,1,1,82.91,12.91,2015
"Weber State","Big-Sky",2,0,0,1,1,82.18,12.18,2015
"Eastern Illinois","OVC",6,0,0,1,4,73,12,2015
"Maine","A-East",1,0,0,1,1,81.63,11.63,2015
"Mercer","A-Sun",2,0,0,1,1,81.62,11.62,2015
"Kent State","MAC",5,0,0,1,3,73.79,11.37,2015
"Georgia State","SBC",4,0,0,1,2,75.69,11.37,2015
"Appalachian State","SBC",5,0,0,1,3,73.79,11.37,2015
"Stephen F. Austin","SLC",1,0,0,1,1,81.37,11.37,2015
"Florida Atlantic","C-USA",7,0,0,1,2,75.56,11.12,2015
"Illinois State","MVC",8,0,0,1,4,72.78,11.12,2015
"UC Santa Barbara","Big-west",3,0,0,0,1,80.62,10.62,2015
"Navy","Patriot",3,0,0,0,1,80.62,10.62,2015
"Northern Arizona","Big-Sky",3,0,0,0,1,80.46,10.46,2015
"Brown","Ivy",4,0,0,0,1,80.34,10.34,2015
"Duquesne","A-10",9,0,0,0,1,76.67,6.67,2015
"Evansville","MVC",9,0,0,0,1,76.67,6.67,2015
"Robert Morris","NEC",2,0,0,0,1,76.67,6.67,2015
"North Dakota State","Summit",2,0,0,0,1,76.67,6.67,2015
"Central Michigan","MAC",6,0,0,0,2,72.22,4.44,2015
"Lipscomb","A-Sun",3,0,0,0,1,73.33,3.33,2015
"Tulsa","AAC",11,0,0,0,2,70,0,2015
"Louisiana Tech","C-USA",8,0,0,0,1,70,0,2015
"Marshall","C-USA",9,0,0,0,1,70,0,2015
"Charlotte","C-USA",NA,NA,NA,NA,3,0,0,2015
"Texas-San Antonio","C-USA",NA,NA,NA,NA,1,0,0,2015
"Akron","MAC",7,0,0,0,3,70,0,2015
"Bowling Green","MAC",8,0,0,0,2,70,0,2015
"Buffalo","MAC",9,0,0,0,1,70,0,2015
"Ohio","MAC",NA,NA,NA,NA,1,0,0,2015
"Eastern Michigan","MAC",NA,NA,NA,NA,1,0,0,2015
"George Washington","A-10",10,0,0,0,2,70,0,2015
"Richmond","A-10",11,0,0,0,1,70,0,2015
"George Mason","A-10",12,0,0,0,1,70,0,2015
"Albany","A-East",2,0,0,0,2,70,0,2015
"Binghamton","A-East",NA,NA,NA,NA,1,0,0,2015
"Hartford","A-East",NA,NA,NA,NA,1,0,0,2015
"Vermont","A-East",NA,NA,NA,NA,1,0,0,2015
"Kennesaw State","A-Sun",NA,NA,NA,NA,3,0,0,2015
"UC Davis","Big-west",NA,NA,NA,NA,1,0,0,2015
"Hawaii","Big-west",NA,NA,NA,NA,1,0,0,2015
"Montana State","Big-Sky",NA,0,0,0,1,70,0,2015
"Radford","B-South",3,0,0,0,2,70,0,2015
"Charleston Southern","B-South",4,0,0,0,1,70,0,2015
"Coastal Carolina","B-South",5,0,0,0,1,70,0,2015
"Gardner-Webb","B-South",NA,NA,NA,NA,1,0,0,2015
"Campbell","B-South",NA,NA,NA,NA,1,0,0,2015
"Drexel","CAA",3,0,0,0,1,70,0,2015
"William & Mary","CAA",NA,NA,NA,NA,1,0,0,2015
"UNC Wilmington","CAA",NA,NA,NA,NA,1,0,0,2015
"Delaware","CAA",NA,NA,NA,NA,1,0,0,2015
"Youngstown State","Horizon",4,0,0,0,2,70,0,2015
"Cleveland State","Horizon",5,0,0,0,1,70,0,2015
"Wisconsin-Milwaukee","Horizon",NA,NA,NA,NA,1,0,0,2015
"Pennsylvania","Ivy",5,0,0,0,1,70,0,2015
"Cornell","Ivy",NA,NA,NA,NA,2,0,0,2015
"Columbia","Ivy",NA,NA,NA,NA,1,0,0,2015
"Yale","Ivy",NA,NA,NA,NA,4,0,0,2015
"Saint Peter's","MAAC",NA,NA,NA,NA,1,0,0,2015
"Marist","MAAC",NA,NA,NA,NA,2,0,0,2015
"Niagara","MAAC",NA,NA,NA,NA,1,0,0,2015
"Manhattan","MAAC",NA,NA,NA,NA,1,0,0,2015
"Delaware State","MEAC",NA,NA,NA,NA,1,0,0,2015
"Maryland Eastern Shore","MEAC",NA,NA,NA,NA,1,0,0,2015
"Northern Iowa","MVC",10,0,0,0,1,70,0,2015
"Saint Francis (PA)","NEC",NA,NA,NA,NA,3,0,0,2015
"Central Connecticut State","NEC",NA,NA,NA,NA,1,0,0,2015
"Eastern Kentucky","OVC",NA,NA,NA,NA,1,0,0,2015
"American","Patriot",4,0,0,0,1,70,0,2015
"Boston University","Patriot",NA,NA,NA,NA,2,0,0,2015
"Loyola (MD)","Patriot",NA,NA,NA,NA,1,0,0,2015
"Arkansas State","SBC",6,0,0,0,1,70,0,2015
"Louisiana","SBC",NA,NA,NA,NA,2,0,0,2015
"Troy","SBC",NA,NA,NA,NA,1,0,0,2015
"New Orleans","SLC",2,0,0,0,1,70,0,2015
"Lamar","SLC",3,0,0,0,1,70,0,2015
"Oral Roberts","SLC",NA,NA,NA,NA,1,0,0,2015
"Chattanooga","Southern",2,0,0,0,3,70,0,2015
"Samford","Southern",3,0,0,0,1,70,0,2015
"Elon","Southern",4,0,0,0,1,70,0,2015
"Wofford","Southern",NA,NA,NA,NA,1,0,0,2015
"East Tennessee State","Southern",NA,NA,NA,NA,1,0,0,2015
"Furman","Southern",NA,0,0,0,1,70,0,2015
"Nebraska Omaha","Summit",3,0,0,0,1,70,0,2015
"Western Illinois","Summit",NA,NA,NA,NA,1,0,0,2015
"IPFW","Summit",NA,NA,NA,NA,1,0,0,2015
"Alabama A&M","SW-AC",2,0,0,0,1,70,0,2015
"Texas Southern","SW-AC",NA,0,0,0,1,70,0,2015
"Cal State Bakersfield","WAC",NA,NA,NA,NA,1,0,0,2015
"Missouri-Kansas City","WAC",NA,NA,NA,NA,1,0,0,2015
"Chicago State","WAC",NA,NA,NA,NA,1,0,0,2015
"Loyola Marymount","WCC",5,0,0,1,1,83.29,NA,2015
"Duke","ACC",1,4,1,1,6,97.31,70.92,2016
"Kentucky","SEC",1,5,0,0,5,99.55,70.6,2016
"Michigan State","Big-Ten",1,2,2,0,4,99,68.72,2016
"Florida State","ACC",2,2,2,2,6,93.72,68.58,2016
"N.C. State","ACC",3,1,3,1,5,95.69,67.41,2016
"Texas","Big-12",1,2,2,0,4,97.55,67.29,2016
"Virginia","ACC",4,0,4,0,4,97.45,66,2016
"Connecticut","AAC",1,0,4,1,5,94.99,65.92,2016
"Arizona","Pac-12",1,2,1,1,4,94.93,65.9,2016
"Mississippi State","SEC",2,0,6,1,7,94.12,65.63,2016
"UCLA","Pac-12",2,2,1,0,3,99.14,64.97,2016
"Auburn","SEC",3,1,2,1,4,95,64.72,2016
"Maryland","Big-Ten",2,0,3,1,4,95.36,63.24,2016
"North Carolina","ACC",5,1,2,0,3,98.29,62.95,2016
"Miami","ACC",6,2,0,2,4,93.71,62.73,2016
"Kansas","Big-12",2,1,2,0,3,97.31,62.56,2016
"Arizona State","Pac-12",3,0,3,1,4,93.31,61.94,2016
"Syracuse","ACC",7,0,3,0,3,97.77,61.86,2016
"Texas A&M","SEC",4,0,3,1,4,93.29,61.3,2016
"Gonzaga","WCC",1,0,3,2,5,93.02,60.91,2016
"Oregon","Pac-12",4,0,4,0,4,95.15,60.69,2016
"Marquette","Big-East",1,0,3,0,3,96.21,58.62,2016
"Indiana","Big-Ten",3,0,2,3,5,89.83,58.52,2016
"St. John's","Big-East",2,0,3,0,3,95.39,57.31,2016
"Harvard","Ivy",1,0,2,4,7,88.94,57.28,2016
"Penn State","Big-Ten",4,0,2,2,4,90.44,55.83,2016
"Oklahoma","Big-12",3,0,2,2,4,90.37,55.09,2016
"Xavier","Big-East",3,0,2,1,3,93.87,54.66,2016
"Arkansas","SEC",5,0,3,3,6,88.6,53.98,2016
"Minnesota","Big-Ten",5,0,2,1,3,92.69,53.55,2016
"Michigan","Big-Ten",6,0,1,3,4,90.49,53.45,2016
"Massachusetts","A-10",1,0,1,4,5,88.94,52.44,2016
"Washington","Pac-12",5,1,0,2,3,91.78,52.07,2016
"USC","Pac-12",6,0,1,3,4,89.63,52.03,2016
"Georgia","SEC",6,0,1,2,3,91.41,50.87,2016
"Brigham Young","WCC",2,0,2,1,3,91.53,49.99,2016
"Iowa State","Big-12",4,0,1,3,4,90.06,49.82,2016
"Utah","Pac-12",7,0,1,4,5,87.82,48.99,2016
"Iowa","Big-Ten",7,0,1,4,5,87.02,48.45,2016
"Notre Dame","ACC",8,0,1,2,3,90.48,48.2,2016
"Baylor","Big-12",5,0,1,2,3,90.83,48.1,2016
"Ohio State","Big-Ten",8,0,1,3,4,88,47.93,2016
"VCU","A-10",2,0,1,2,3,89.65,47.35,2016
"Creighton","Big-East",4,0,1,2,3,89.49,47.16,2016
"Villanova","Big-East",5,1,0,1,2,95.03,45.9,2016
"Providence","Big-East",6,0,2,1,3,89.13,45.67,2016
"Butler","Big-East",7,0,1,2,3,89.28,45.63,2016
"TCU","Big-12",6,0,1,2,3,89.03,45.59,2016
"Tennessee","SEC",7,0,0,6,6,87.64,45.34,2016
"Alabama","SEC",8,0,2,0,2,94.84,45.3,2016
"LSU","SEC",9,0,0,5,5,87.05,44.97,2016
"San Diego State","M-West",1,0,2,0,2,94.62,44.73,2016
"Oregon State","Pac-12",8,0,1,2,3,89.05,44.43,2016
"Oklahoma State","Big-12",7,0,0,4,4,87.15,44.08,2016
"Nebraska","Big-Ten",9,0,0,3,3,89.52,44.06,2016
"Stanford","Pac-12",9,0,2,0,2,94.13,43.58,2016
"Nevada","M-West",2,0,0,3,4,84.12,43.11,2016
"Northwestern","Big-Ten",10,0,0,3,3,88.84,42.96,2016
"UNLV","M-West",3,0,1,1,3,86.82,42.82,2016
"Seton Hall","Big-East",8,0,1,1,2,93.08,42.26,2016
"Ole Miss","SEC",10,0,0,5,5,86.92,42.23,2016
"Wake Forest","ACC",9,0,0,4,4,87.03,41.63,2016
"Cincinnati","AAC",2,0,1,1,2,92.35,41.33,2016
"SMU","AAC",3,0,0,3,3,87.58,41.17,2016
"South Carolina","SEC",11,0,1,3,4,85.4,40.84,2016
"East Carolina","AAC",4,0,0,4,5,84.3,40.41,2016
"West Virginia","Big-12",8,0,0,3,3,87.35,39.57,2016
"Missouri","SEC",12,0,0,4,4,86.29,39.37,2016
"Florida","SEC",13,0,0,3,3,86.94,39.21,2016
"Vanderbilt","SEC",14,0,1,1,2,91.22,38.46,2016
"Kansas State","Big-12",9,0,0,3,3,86.14,37.91,2016
"Dayton","A-10",3,0,1,1,2,90.55,37.76,2016
"Wichita State","MVC",1,0,0,3,3,86.17,37.76,2016
"Georgia Tech","ACC",10,0,0,3,3,86.79,37.7,2016
"DePaul","Big-East",9,0,0,5,5,84.66,37.16,2016
"Utah State","M-West",4,0,0,3,4,82.09,37.12,2016
"Colorado","Pac-12",10,0,0,2,3,84.42,35.77,2016
"George Washington","A-10",4,0,0,4,5,81.23,35.47,2016
"Temple","AAC",5,0,0,3,3,85.05,35.13,2016
"Rhode Island","A-10",5,0,0,4,4,84.57,35.02,2016
"UC Santa Barbara","Big-west",1,0,1,1,4,79.54,35,2016
"Washington State","Pac-12",11,0,0,3,3,85.21,34.51,2016
"Rice","C-USA",1,0,0,3,3,85.2,34.51,2016
"Boston College","ACC",11,0,0,4,4,83.92,33.95,2016
"New Mexico","M-West",5,0,0,3,3,84.88,33.63,2016
"Tulane","AAC",6,0,0,2,3,82.28,33.56,2016
"Fresno State","M-West",6,0,1,1,2,87.83,33.01,2016
"Virginia Tech","ACC",12,0,0,3,3,84.51,32.93,2016
"St. Mary's","WCC",3,0,0,2,2,86.99,31.14,2016
"USF","AAC",7,0,0,3,3,83.69,30.79,2016
"Richmond","A-10",6,0,0,2,3,80.91,29.6,2016
"San Jose State","M-West",7,0,0,3,3,83.33,29.49,2016
"Louisville","ACC",13,1,0,0,1,99.05,29.05,2016
"Georgia State","SBC",1,0,0,2,2,85.73,28.65,2016
"Yale","Ivy",2,0,0,2,2,85.42,28.18,2016
"South Alabama","SBC",2,0,0,3,3,82.35,27.83,2016
"Memphis","AAC",8,0,0,2,2,85.17,27.49,2016
"California","Pac-12",12,0,1,0,1,97.27,27.27,2016
"Buffalo","MAC",1,0,0,2,2,85.12,27.24,2016
"Illinois Chicago","Horizon",1,0,0,2,3,79.59,26.12,2016
"Eastern Kentucky","OVC",1,0,0,2,2,84.03,25.4,2016
"Rutgers","Big-Ten",11,0,0,2,2,83.82,25.33,2016
"Wisconsin","Big-Ten",12,0,0,2,2,83.69,24.69,2016
"Monmouth","MAAC",1,0,0,2,2,83.39,24.3,2016
"Miami (OH)","MAC",2,0,0,2,2,83.33,24.01,2016
"Montana","Big-Sky",1,0,0,2,2,83.33,24.01,2016
"Purdue","Big-Ten",13,0,1,0,1,92.82,22.82,2016
"Appalachian State","SBC",3,0,0,1,1,91.61,21.61,2016
"Illinois","Big-Ten",14,0,0,1,1,90.75,20.75,2016
"Long Beach State","Big-west",2,0,0,1,2,80.8,20.28,2016
"Pittsburgh","ACC",14,0,0,1,1,89.76,19.76,2016
"Georgetown","Big-East",10,0,0,1,1,89.53,19.53,2016
"Cal State Northridge","Big-west",3,0,0,1,1,88,18,2016
"Charlotte","C-USA",2,0,0,1,1,87.76,17.76,2016
"Clemson","ACC",15,0,0,1,1,87.73,17.73,2016
"Old Dominion","C-USA",3,0,0,1,3,76.27,17.26,2016
"UCF","AAC",9,0,0,1,1,87.17,17.17,2016
"Stephen F. Austin","SLC",1,0,0,1,1,86.88,16.88,2016
"Tulsa","AAC",10,0,0,1,4,74.15,16.61,2016
"La Salle","A-10",7,0,0,1,1,86.5,16.5,2016
"Louisiana Tech","C-USA",4,0,0,1,1,85.97,15.97,2016
"New Mexico State","WAC",1,0,0,1,1,85.88,15.88,2016
"Missouri State","MVC",2,0,0,1,1,85.66,15.66,2016
"Loyola Chicago","MVC",3,0,0,1,1,85.47,15.47,2016
"Boise State","M-West",8,0,0,1,1,85.46,15.46,2016
"Pennsylvania","Ivy",3,0,0,1,1,84.85,14.85,2016
"Long Island","NEC",1,0,0,1,1,84.48,14.48,2016
"FIU","C-USA",5,0,0,1,1,84.35,14.35,2016
"Saint Joseph's","A-10",8,0,0,1,1,84.35,14.35,2016
"Toledo","MAC",3,0,0,1,1,84.1,14.1,2016
"Murray State","OVC",2,0,0,1,1,84.1,14.1,2016
"Houston","AAC",11,0,0,1,2,77.01,14.02,2016
"Texas Tech","Big-12",10,0,0,1,1,84,14,2016
"UNC Wilmington","CAA",1,0,0,1,1,83.79,13.79,2016
"Kent State","MAC",4,0,0,1,1,83.33,13.33,2016
"Bowling Green","MAC",5,0,0,1,1,83.33,13.33,2016
"Ohio","MAC",6,0,0,1,1,83.33,13.33,2016
"New Hampshire","A-East",1,0,0,1,1,83.33,13.33,2016
"Cal Poly","Big-west",4,0,0,1,1,83.33,13.33,2016
"UC Riverside","Big-west",5,0,0,1,1,83.33,13.33,2016
"Hawaii","Big-west",6,0,0,1,1,83.33,13.33,2016
"UC Irvine","Big-west",7,0,0,1,1,83.33,13.33,2016
"Towson","CAA",2,0,0,1,1,83.33,13.33,2016
"Princeton","Ivy",4,0,0,1,1,83.33,13.33,2016
"Bradley","MVC",4,0,0,1,1,83.33,13.33,2016
"Bryant University","NEC",2,0,0,1,1,83.33,13.33,2016
"Louisiana","SBC",4,0,0,1,1,83.33,13.33,2016
"New Orleans","SLC",2,0,0,1,1,83.33,13.33,2016
"Wofford","Southern",1,0,0,1,1,83.33,13.33,2016
"Cal State Bakersfield","WAC",2,0,0,1,1,83.33,13.33,2016
"Loyola Marymount","WCC",4,0,0,1,1,83.33,13.33,2016
"Pepperdine","WCC",5,0,0,1,1,83.33,13.33,2016
"Ball State","MAC",7,0,0,1,1,82.87,12.87,2016
"Fordham","A-10",9,0,0,1,1,82.18,12.18,2016
"Northern Iowa","MVC",5,0,0,1,1,82.18,12.18,2016
"Rider","MAAC",2,0,0,1,1,82.12,12.12,2016
"UTEP","C-USA",6,0,0,1,1,81.93,11.93,2016
"Weber State","Big-Sky",2,0,0,1,1,81.87,11.87,2016
"Wisconsin-Green Bay","Horizon",2,0,0,1,1,81.87,11.87,2016
"Northern Kentucky","A-Sun",1,0,0,1,1,81.84,11.84,2016
"Vermont","A-East",2,0,0,1,1,81.65,11.65,2016
"Southeast Missouri State","OVC",3,0,0,1,1,81.62,11.62,2016
"St. Bonaventure","A-10",10,0,0,1,1,81.12,11.12,2016
"Indiana State","MVC",6,0,0,0,1,80.83,10.83,2016
"Southern Miss","C-USA",7,0,0,0,1,80.71,10.71,2016
"Mount St. Mary's","NEC",3,0,0,0,1,80.37,10.37,2016
"UAB","C-USA",8,0,0,0,1,76.67,6.67,2016
"Northern Illinois","MAC",8,0,0,0,1,76.67,6.67,2016
"Montana State","Big-Sky",3,0,0,0,1,76.67,6.67,2016
"Samford","Southern",2,0,0,0,1,76.67,6.67,2016
"IUPUI","Summit",1,0,0,0,1,76.67,6.67,2016
"San Francisco","WCC",6,0,0,0,1,76.67,6.67,2016
"North Texas","C-USA",9,0,0,0,1,70,0,2016
"Texas-San Antonio","C-USA",NA,NA,NA,NA,1,0,0,2016
"Western Kentucky","C-USA",NA,NA,NA,NA,1,0,0,2016
"Middle Tennessee State","C-USA",NA,NA,NA,NA,1,0,0,2016
"Akron","MAC",9,0,0,0,1,70,0,2016
"Eastern Michigan","MAC",NA,NA,NA,NA,1,0,0,2016
"Air Force","M-West",NA,NA,NA,NA,1,0,0,2016
"Wyoming","M-West",NA,NA,NA,NA,1,0,0,2016
"Saint Louis","A-10",NA,NA,NA,NA,1,0,0,2016
"George Mason","A-10",NA,NA,NA,NA,1,0,0,2016
"Albany","A-East",NA,NA,NA,NA,1,0,0,2016
"Stony Brook","A-East",NA,NA,NA,NA,1,0,0,2016
"Florida Gulf Coast","A-Sun",NA,NA,NA,NA,2,0,0,2016
"Lipscomb","A-Sun",NA,NA,NA,NA,2,0,0,2016
"Kennesaw State","A-Sun",NA,NA,NA,NA,1,0,0,2016
"UNC Asheville","B-South",NA,NA,NA,NA,1,0,0,2016
"Liberty","B-South",NA,NA,NA,NA,1,0,0,2016
"Campbell","B-South",NA,NA,NA,NA,1,0,0,2016
"Coastal Carolina","B-South",NA,NA,NA,NA,1,0,0,2016
"William & Mary","CAA",NA,NA,NA,NA,1,0,0,2016
"Northeastern","CAA",NA,NA,NA,NA,1,0,0,2016
"Oakland","Horizon",NA,NA,NA,NA,1,0,0,2016
"Detroit","Horizon",NA,NA,NA,NA,1,0,0,2016
"Iona","MAAC",NA,NA,NA,NA,1,0,0,2016
"Manhattan","MAAC",NA,NA,NA,NA,1,0,0,2016
"Siena","MAAC",NA,NA,NA,NA,1,0,0,2016
"Quinnipiac","MAAC",NA,NA,NA,NA,1,0,0,2016
"Florida A&M","MEAC",NA,NA,NA,NA,1,0,0,2016
"Hampton","MEAC",NA,NA,NA,NA,1,0,0,2016
"North Carolina Central","MEAC",NA,NA,NA,NA,1,0,0,2016
"Delaware State","MEAC",NA,NA,NA,NA,1,0,0,2016
"Savannah State","MEAC",NA,NA,NA,NA,1,0,0,2016
"Robert Morris","NEC",NA,NA,NA,NA,1,0,0,2016
"Tennessee-Martin","OVC",NA,NA,NA,NA,1,0,0,2016
"Tennessee Tech","OVC",NA,NA,NA,NA,1,0,0,2016
"Boston University","Patriot",NA,NA,NA,NA,1,0,0,2016
"Navy","Patriot",NA,NA,NA,NA,1,0,0,2016
"Loyola (MD)","Patriot",NA,NA,NA,NA,1,0,0,2016
"Georgia Southern","SBC",5,0,0,0,1,70,0,2016
"Texas State","SBC",NA,NA,NA,NA,2,0,0,2016
"Arkansas State","SBC",NA,NA,NA,NA,1,0,0,2016
"Arkansas-Little Rock","SBC",NA,NA,NA,NA,1,0,0,2016
"Central Arkansas","SLC",NA,NA,NA,NA,1,0,0,2016
"Lamar","SLC",NA,NA,NA,NA,1,0,0,2016
"Furman","Southern",NA,NA,NA,NA,1,0,0,2016
"East Tennessee State","Southern",NA,NA,NA,NA,1,0,0,2016
"North Dakota State","Summit",NA,NA,NA,NA,3,0,0,2016
"Nebraska Omaha","Summit",NA,NA,NA,NA,1,0,0,2016
"Texas Southern","SW-AC",NA,NA,NA,NA,1,0,0,2016
"Prairie View A&M","SW-AC",NA,NA,NA,NA,1,0,0,2016
"Duke","ACC",1,4,2,1,7,96.71,70.98,2017
"Kentucky","SEC",1,6,2,0,8,99.06,70.43,2017
"Arizona","Pac-12",1,2,3,0,5,98.25,69.49,2017
"Missouri","SEC",2,2,2,1,5,96,68.61,2017
"UCLA","Pac-12",2,2,2,2,6,95.46,68.56,2017
"Texas","Big-12",1,1,4,0,5,97.27,68.05,2017
"Louisville","ACC",2,1,4,0,5,96.75,67.84,2017
"Alabama","SEC",3,1,2,2,5,94.2,66.39,2017
"Kansas","Big-12",2,1,2,0,3,98.7,63.9,2017
"Miami","ACC",3,1,2,1,4,95.18,63.46,2017
"Xavier","Big-East",1,0,2,3,5,92.63,63.12,2017
"Florida State","ACC",4,0,2,3,5,93.13,62.39,2017
"Oregon","Pac-12",3,1,2,1,4,94.79,62.26,2017
"Stanford","Pac-12",4,0,2,2,4,93.51,61.87,2017
"Western Kentucky","C-USA",1,1,1,2,5,89.29,61.13,2017
"UNLV","M-West",1,1,2,1,4,93.28,59.91,2017
"LSU","SEC",4,0,3,2,5,92.48,58.85,2017
"Virginia Tech","ACC",5,0,2,1,3,94.49,57.57,2017
"North Carolina","ACC",6,0,2,3,5,90.77,57.08,2017
"Florida","SEC",5,0,3,1,4,92.44,56.96,2017
"Providence","Big-East",2,0,2,1,3,94.82,56.93,2017
"Auburn","SEC",6,0,2,1,3,93.89,56.87,2017
"Arizona State","Pac-12",5,0,2,1,3,94.25,56.4,2017
"Ohio State","Big-Ten",1,0,2,1,3,94.63,56.32,2017
"Creighton","Big-East",3,0,3,0,3,95.01,56.27,2017
"Colorado","Pac-12",6,0,2,2,4,92.11,56.14,2017
"Washington","Pac-12",7,0,2,1,4,89.21,55.86,2017
"Villanova","Big-East",4,0,2,1,3,93.73,55.58,2017
"Texas A&M","SEC",7,0,1,4,5,89.95,55.31,2017
"Illinois","Big-Ten",2,0,2,2,4,90.48,55.08,2017
"USC","Pac-12",8,0,2,1,3,93.42,55.03,2017
"Indiana","Big-Ten",3,0,2,2,4,91.69,55.02,2017
"Oklahoma","Big-12",3,1,1,1,3,93.05,54.57,2017
"Purdue","Big-Ten",4,0,1,4,5,89.62,54.43,2017
"Wisconsin","Big-Ten",5,0,2,1,3,93.19,54.04,2017
"Arkansas","SEC",8,0,1,3,4,90.18,53.39,2017
"TCU","Big-12",4,0,2,4,6,89.36,51.58,2017
"Syracuse","ACC",7,0,1,3,4,90.05,50.91,2017
"Texas Tech","Big-12",5,0,1,6,7,88.9,50.83,2017
"Wake Forest","ACC",8,0,1,2,4,88.09,50.72,2017
"Georgia","SEC",9,0,1,3,4,88.92,50.27,2017
"Oregon State","Pac-12",9,0,1,2,3,90.99,50.26,2017
"Michigan","Big-Ten",6,0,2,1,3,91.72,50.16,2017
"Georgetown","Big-East",5,0,1,3,4,89.53,50.09,2017
"Seton Hall","Big-East",6,0,1,3,4,89.32,49.73,2017
"Clemson","ACC",9,0,1,3,4,90.05,49.68,2017
"Utah","Pac-12",10,0,1,4,5,88.65,49.53,2017
"St. John's","Big-East",7,0,1,2,3,90.85,49.08,2017
"Michigan State","Big-Ten",7,1,1,0,2,96.66,48.62,2017
"Memphis","AAC",1,0,0,8,8,87.77,48.05,2017
"Pittsburgh","ACC",10,0,0,7,7,87.39,47.84,2017
"Vanderbilt","SEC",10,0,1,2,3,90.59,47.63,2017
"Maryland","Big-Ten",8,0,2,0,2,96.29,47.46,2017
"Tennessee","SEC",11,0,1,3,4,88.99,47.33,2017
"California","Pac-12",11,0,0,8,8,86.84,47.32,2017
"Iowa State","Big-12",6,0,2,0,2,95.78,47,2017
"Iowa","Big-Ten",9,0,1,2,3,90.53,46.88,2017
"Cincinnati","AAC",2,0,1,4,5,86.55,45.49,2017
"Marquette","Big-East",8,0,0,4,4,88.03,45.01,2017
"Saint Louis","A-10",1,0,1,1,2,94.21,44.35,2017
"SMU","AAC",3,0,0,4,4,87.82,44.15,2017
"Butler","Big-East",9,0,0,4,4,88,43.49,2017
"Rutgers","Big-Ten",10,0,0,4,4,86.71,42.68,2017
"South Carolina","SEC",12,0,0,5,5,86.25,42.62,2017
"Mississippi State","SEC",13,0,1,1,2,93.01,42.61,2017
"West Virginia","Big-12",7,0,0,4,4,87.71,42.55,2017
"Houston","AAC",4,0,0,5,5,86.15,41.79,2017
"Temple","AAC",5,0,0,4,4,86.99,41.53,2017
"UTEP","C-USA",2,0,0,4,4,86.28,41.12,2017
"Ole Miss","SEC",14,0,1,1,2,92.43,40.67,2017
"Minnesota","Big-Ten",11,0,1,1,2,91.84,40.47,2017
"Tulsa","AAC",6,0,0,3,3,87.53,40.32,2017
"Boston College","ACC",11,0,0,4,4,86.48,39.6,2017
"VCU","A-10",2,0,0,4,4,86.54,39.46,2017
"Nebraska","Big-Ten",12,0,1,1,2,91.49,39.26,2017
"Middle Tennessee State","C-USA",3,0,0,3,3,87,38.78,2017
"Stephen F. Austin","SLC",1,0,0,3,3,86.73,38.53,2017
"Georgia Tech","ACC",12,0,0,3,3,86.33,38.25,2017
"N.C. State","ACC",13,0,1,1,2,90.31,37.44,2017
"Santa Clara","WCC",1,0,0,2,2,85.03,37.44,2017
"UCF","AAC",7,0,0,3,3,86.49,37.23,2017
"Baylor","Big-12",8,0,1,1,2,89.97,36.79,2017
"DePaul","Big-East",10,0,0,3,3,86.32,36.2,2017
"San Diego State","M-West",2,0,0,3,3,85.48,35.51,2017
"Connecticut","AAC",8,0,0,2,2,89.66,35.47,2017
"South Alabama","SBC",1,0,0,3,3,85.48,34.95,2017
